price,title,address,cuisine,cuisineGroup,imagesCount,lat,lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,phone,placeId,plusCode,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,searchPageUrl,locality,street,rating,url,website,reservationLink,Cash Vouchers,Buffet Deals,Set Deals
$$,Old Habits Cafe,"2 Telok Blangah Way, Mt Faber, #01-04 Next to the Swimming Pool, SAFRA, Singapore 098803",Cafe,Cafe/Bakery,1944,1.2771481,103.8175278,"Saturday,",11AM to 9PM,"Sunday,",11AM to 9PM,"Monday,",Closed,"Tuesday,",11AM to 9PM,"Wednesday,",11AM to 9PM,"Thursday,",11AM to 9PM,"Friday,",11AM to 9PM,+65 8864 3343,ChIJiU9mL2AZ2jER07ZospknPBk,7RG9+V2 Singapore,98803,6,614,427,140,6,33,8,"https://www.google.com/maps/search/restaurants+in+Mount+Faber/@1.4399979,103.8212306,12z?hl=en",Mount Faber ,"2 Telok Blangah Way, Mt Faber, #01-04 Next to the Swimming Pool, SAFRA",4.6,"https://www.google.com/maps/place/Old+Habits+Cafe/@1.2771481,103.8175278,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19602f664f89:0x193c2799b268b6d3!8m2!3d1.2771481!4d103.8175278?hl=en",https://www.foodbooking.com/api/fb/_p_zljb,,,,
$$ - $$$,Gyu-Kaku Japanese BBQ,"81A Clemenceau Avenue, #01-18/19 UE Square, Singapore 239918",Yakiniku restaurant,Japanese,277,1.2921277,103.842538,"Saturday,",12 to 10PM,"Sunday,",12 to 10PM,"Monday,","12 to 3PM, 5:30 to 10PM","Tuesday,","12 to 3PM, 5:30 to 10PM","Wednesday,","12 to 3PM, 5:30 to 10PM","Thursday,","12 to 3PM, 5:30 to 10PM","Friday,","12 to 3PM, 5:30 to 10PM",+65 6733 4001,ChIJiTffBZ8Z2jERQiNq_3UEjio,7RRV+V2 Singapore,239918,93,182,91,53,17,13,8,"https://www.google.com/maps/search/Restaurants+in+Clarke+Quay/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Clarke Quay,"81A Clemenceau Avenue, #01-18/19 UE Square",4.1,"https://www.google.com/maps/place/Gyu-Kaku+Japanese+BBQ/@1.2921277,103.842538,17z/data=!3m1!4b1!4m5!3m4!1s0x31da199f05df3789:0x2a8e0475ff6a2342!8m2!3d1.2921277!4d103.842538?hl=en",http://www.gyu-kaku.com.sg/,https://book.chope.co/booking?rid=gyukakuchijmes1904sg&source=aff_nibbles,,,
$$ - $$$,Ayam Penyet President - JCube Jurong East,"2 Jurong East Central 1, #01-05 JCube, Singapore 609731",Indonesian restaurant,Indonesian,433,1.3333267,103.7404568,"Friday,",11:30am to 9:30pm,"Saturday,",11am to 9:30pm,"Sunday,",11am to 9pm,"Monday,",11:30am to 9pm,"Tuesday,",11:30am to 9pm,"Wednesday,",11:30am to 9pm,"Thursday,",11:30am to 9pm,+65 6734 0786,ChIJISxfiQUQ2jERzeHddgFIbec,8PMR+85 Singapore,609731,72,524,283,121,49,50,21,"https://www.google.com/maps/search/Restaurants+in+Jurong/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Jurong,"2 Jurong East Central 1, #01-05 JCube",4.1,"https://www.google.com/maps/place/Ayam+Penyet+President+-+JCube+Jurong+East/@1.3333267,103.7404568,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1005895f2c21:0xe76d480176dde1cd!8m2!3d1.3333267!4d103.7404568?hl=en",http://www.ayampresident.com/,,,,
$$,Common Grill® by COLLIN'S® @ 501 West Coast Drive,"501 W Coast Dr, #01-244, Singapore 120501",Hawker stall,Hawker Centre,130,1.3124349,103.7591331,"Saturday,",11AM to 9:30PM,"Sunday,",11AM to 9:30PM,"Monday,",11AM to 9:30PM,"Tuesday,",11AM to 9:30PM,"Wednesday,",11AM to 9:30PM,"Thursday,",11AM to 9:30PM,"Friday,",11AM to 9:30PM,,ChIJiRptwpMa2jERmSzKmrPRWUo,8Q65+XM Singapore,120501,17,118,44,45,8,16,5,"https://www.google.com/maps/search/restaurants+in+West+Coast/@1.4399979,103.8212306,12z?hl=en",West Coast ,"501 W Coast Dr, #01-244",3.9,"https://www.google.com/maps/place/Common+Grill%C2%AE+by+COLLIN'S%C2%AE+@+501+West+Coast+Drive/@1.3124349,103.7591331,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a93c26d1a89:0x4a59d1b39aca2c99!8m2!3d1.3124349!4d103.7591331?hl=en",http://www.commongrill.sg/,,,,
$$ - $$$,Lobby Bar,"39 Scotts Rd, Singapore 228230",Bar,Bar/Pub,59,1.311951,103.836655,"Saturday,",9AM to 1AM,"Sunday,",9AM to 1AM,"Monday,",9AM to 1AM,"Tuesday,",9AM to 1AM,"Wednesday,",9AM to 1AM,"Thursday,",9AM to 1AM,"Friday,",9AM to 1AM,+65 6839 5625,ChIJIQhyKuwZ2jER2c3nl6L6YgI,8R6P+QM Singapore,228230,51,34,21,4,1,6,2,"https://www.google.com/maps/search/restaurants+in+Newton/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Newton ,39 Scotts Rd,4.2,"https://www.google.com/maps/place/Lobby+Bar/@1.311951,103.836655,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19ec2a720821:0x262faa297e7cdd9!8m2!3d1.311951!4d103.836655?hl=en",,,,,
$$,Food R Us,"#02-171 Queen's Rd, Blk 3 Block 3, Singapore 260003",Chinese restaurant,Chinese,742,1.318195,103.8077213,"Saturday,","10AM to 2:30PM, 5 to 11PM","Sunday,","10AM to 2:30PM, 5 to 11PM","Monday,","10AM to 2:30PM, 5 to 10:30PM","Tuesday,","10AM to 2:30PM, 5 to 10:30PM","Wednesday,","10AM to 2:30PM, 5 to 10:30PM","Thursday,","10AM to 2:30PM, 5 to 10:30PM","Friday,","10AM to 2:30PM, 5 to 10:30PM",+65 6473 3822,ChIJIQeGbAYa2jERrPcqCPAHZcc,8R95+73 Singapore,260003,113,433,206,163,15,35,14,"https://www.google.com/maps/search/restaurants+in+Bukit+Timah/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Bukit Timah ,"#02-171 Queen's Rd, Blk 3 Block 3",4.2,"https://www.google.com/maps/place/Food+R+Us/@1.318195,103.8077213,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a066c860721:0xc76507f0082af7ac!8m2!3d1.318195!4d103.8077213?hl=en",https://www.facebook.com/Food-R-Us-191428780891124/,,,,
$,Shanthee's Curry Restaurant,"13 Veerasamy Rd, Singapore 207321",Indian restaurant,Indian,261,1.3075528,103.8533903,"Friday,",5AM to 11PM,"Saturday,",5AM to 11PM,"Sunday,",5AM to 11PM,"Monday,",5AM to 11PM,"Tuesday,",5AM to 11PM,"Wednesday,",5AM to 11PM,"Thursday,",5AM to 11PM,+65 9113 6751,ChIJI-PSfrgZ2jER-iF6rnxflLs,8V53+29 Singapore,207321,64,201,117,53,7,18,6,"https://www.google.com/maps/search/Restaurants+in+Little+India/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Little India,13 Veerasamy Rd,4.3,"https://www.google.com/maps/place/Shanthee's+Curry+Restaurant/@1.3075528,103.8533903,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b87ed2e323:0xbb945f7cae7a21fa!8m2!3d1.3075528!4d103.8533903?hl=en",http://shantheescurry.com/,,,,
$$,Symmetry,"9 Jln Kubor, #01-01, Singapore 199206",Vegetarian Friendly,Other,2650,1.3038325,103.859201,"Saturday,",9AM to 11:30PM,"Sunday,",9AM to 11PM,"Monday,",9AM to 9PM,"Tuesday,",11AM to 11PM,"Wednesday,",11AM to 11PM,"Thursday,",11AM to 11PM,"Friday,",11AM to 11PM,+65 6291 9901,ChIJifyxILcZ2jERY1I6W2KqL70,8V35+GM Singapore,199206,18,1420,720,445,50,159,46,"https://www.google.com/maps/search/restaurants+in+Bugis/@1.4399979,103.8212306,12z?hl=en",Bugis ,"9 Jln Kubor, #01-01",4.2,"https://www.google.com/maps/place/Symmetry/@1.3038325,103.859201,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b720b1fc89:0xbd2faa625b3a5263!8m2!3d1.3038325!4d103.859201?hl=en",http://www.symmetry.com.sg/,https://book.chope.co/booking?rid=symmetry1505sym&source=aff_nibbles,,,
$$ - $$$,Brewerkz Riverside Point,"30 Merchant Rd, #01-07 Riverside Point, Singapore 058282",American,American,2044,1.2897813,103.8438493,"Saturday,",12PM to 1AM,"Sunday,",12PM to 12AM,"Monday,",12PM to 12AM,"Tuesday,",12PM to 12AM,"Wednesday,",12PM to 12AM,"Thursday,",12PM to 12AM,"Friday,",12PM to 1AM,+65 9011 9408,ChIJIfl6WxkZ2jERx4zrUcjn2wE,7RQV+WG Singapore,58282,49,1782,840,688,33,191,30,"https://www.google.com/maps/search/Restaurants+in+Clarke+Quay/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Clarke Quay,"30 Merchant Rd, #01-07 Riverside Point",4.3,"https://www.google.com/maps/place/Brewerkz+Riverside+Point/@1.2897813,103.8438493,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19195b7af921:0x1dbe7c851eb8cc7!8m2!3d1.2897813!4d103.8438493?hl=en",https://www.brewerkz.com/,https://book.chope.co/booking?rid=brewerkzriversidepoint1704brp&source=aff_nibbles,,,
$$,Guzman y Gomez - Ocean Financial Centre,"10 Collyer Quay, B1-06 Ocean Financial Centre, Singapore 049315",Mexican restaurant,Mexican,149,1.283188,103.852014,"Friday,",8AM to 8:30PM,"Saturday,",8AM to 8:30PM,"Sunday,",8AM to 8:30PM,"Monday,",8AM to 8:30PM,"Tuesday,",8AM to 8:30PM,"Wednesday,",8AM to 8:30PM,"Thursday,",8AM to 8:30PM,+65 9673 9025,ChIJIevcSgkZ2jERXt3oTAlek2c,7VM2+7R Singapore,49315,119,294,220,52,13,7,2,"https://www.google.com/maps/search/restaurants+in+Raffles+Place/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Raffles Place,"10 Collyer Quay, B1-06 Ocean Financial Centre",4.6,"https://www.google.com/maps/place/Guzman+y+Gomez+-+Ocean+Financial+Centre/@1.283188,103.852014,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19094adceb21:0x67935e094ce8dd5e!8m2!3d1.283188!4d103.852014?hl=en",https://gyg.com.sg/locations/ocean-financial-centre/?y_source=1_MTQ0NTUzNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,,
$$,Crystal Jade Hong Kong Kitchen,"3 Gateway Dr Mall, #04-42 Westgate, Singapore 608532",Chinese restaurant,Chinese,392,1.3340023,103.7432343,"Friday,",11AM to 9:30PM,"Saturday,",10:30AM to 9:30PM,"Sunday,",10:30AM to 9:30PM,"Monday,",11AM to 9:30PM,"Tuesday,",11AM to 9:30PM,"Wednesday,",11AM to 9:30PM,"Thursday,",11AM to 9:30PM,+65 6465 9822,ChIJI-CHBw8Q2jER47XHQ4n1qQk,8PMV+J7 Singapore,608532,93,265,102,77,24,50,12,"https://www.google.com/maps/search/Restaurants+in+Jurong/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Jurong,"3 Gateway Dr Mall, #04-42 Westgate",3.8,"https://www.google.com/maps/place/Crystal+Jade+Hong+Kong+Kitchen/@1.3340023,103.7432343,17z/data=!3m1!4b1!4m5!3m4!1s0x31da100f0787e023:0x9a9f58943c7b5e3!8m2!3d1.3340023!4d103.7432343?hl=en",http://www.crystaljade.com/,https://book.chope.co/booking?rid=crystaljadekitchentaka1804cjt&source=aff_nibbles,,,
$,Salmon Samurai,"100 Tras St, #01 - 11, Singapore 079027",Seafood donburi restaurant,Japanese,514,1.2747932,103.8436681,"Friday,",11AM to 9PM,"Saturday,",11AM to 9PM,"Sunday,",11AM to 9PM,"Monday,",11AM to 9PM,"Tuesday,",11AM to 9PM,"Wednesday,",11AM to 9PM,"Thursday,",11AM to 9PM,+65 6543 6823,ChIJicB4X2sZ2jERzvhbbPGUZBg,7RFV+WF Singapore,79027,25,553,308,162,18,48,17,"https://www.google.com/maps/search/restaurants+in+Tanjong+Pagar/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Tanjong Pagar ,"100 Tras St, #01 - 11",4.3,"https://www.google.com/maps/place/Salmon+Samurai/@1.2747932,103.8436681,17z/data=!3m1!4b1!4m5!3m4!1s0x31da196b5f78c089:0x186494f16c5bf8ce!8m2!3d1.2747932!4d103.8436681?hl=en",https://www.salmonsamurai.com/,,,,
$$,Din Tai Fung,"26 Sentosa Gateway, #01-217 Resort World Sentosa, Singapore 098138",Taiwanese restaurant,Asian,979,1.257263,103.8205479,"Saturday,",11:30AM to 10PM,"Sunday,",11AM to 9:30PM,"Monday,",Closed,"Tuesday,",Closed,"Wednesday,",11:30AM to 9:30PM,"Thursday,",11:30AM to 9:30PM,"Friday,",11:30AM to 10PM,+65 6686 3565,ChIJiae5plUZ2jERf3ochjwLxLo,7R4C+W6 Singapore,98138,41,588,318,180,29,48,13,"https://www.google.com/maps/search/restaurants+in+Sentosa/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Sentosa,"26 Sentosa Gateway, #01-217 Resort World Sentosa",4.3,"https://www.google.com/maps/place/Din+Tai+Fung/@1.257263,103.8205479,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1955a6b9a789:0xbac40b3c861c7a7f!8m2!3d1.257263!4d103.8205479?hl=en",http://www.dintaifung.com.sg/,,,,
$$,Joe’s Thai Kitchen,"#01-182 Block, 125 Bukit Merah Lane 1, Singapore 150125",Thai restaurant,Thai,385,1.2856582,103.8028867,"Friday,","11AM to 3PM, 5 to 10PM","Saturday,","11AM to 3PM, 5 to 10PM","Sunday,","11AM to 3PM, 5 to 10PM","Monday,","11AM to 3PM, 5 to 10PM","Tuesday,","11AM to 3PM, 5 to 10PM","Wednesday,","11AM to 3PM, 5 to 10PM","Thursday,",Closed,+65 6270 8484,ChIJIadbw8sb2jER3i-OvZSCBGk,7RP3+75 Singapore,150125,56,408,200,134,11,49,14,"https://www.google.com/maps/search/restaurants+in+Alexandra+Road/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Alexandra Road ,"#01-182 Block, 125 Bukit Merah Lane 1",4.2,"https://www.google.com/maps/place/Joe%E2%80%99s+Thai+Kitchen/@1.2856582,103.8028867,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bcbc35ba721:0x69048294bd8e2fde!8m2!3d1.2856582!4d103.8028867?hl=en",http://www.joesthaikitchen.com/,,,,
$,McDonald's SAFRA Yishun,"60 Yishun Ave 4, #01-11 Safra, Yishun 769027",Hamburger restaurant,American,675,1.4232734,103.840973,"Saturday,",Open 24 hours,"Sunday,",Open 24 hours,"Monday,",Open 24 hours,"Tuesday,",Open 24 hours,"Wednesday,",Open 24 hours,"Thursday,",Open 24 hours,"Friday,",Open 24 hours,+65 6777 3777,ChIJIacsu2sU2jERwRS5uRHgq_Y,CRFR+89 Singapore,769027,91,2059,1181,571,83,178,46,"https://www.google.com/maps/search/restaurants+in+Mount+Faber/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Mount Faber ,"60 Yishun Ave 4, #01-11 Safra",4.3,"https://www.google.com/maps/place/McDonald's+SAFRA+Yishun/@1.4232734,103.840973,17z/data=!3m1!4b1!4m5!3m4!1s0x31da146bbb2ca721:0xf6abe011b9b914c1!8m2!3d1.4232608!4d103.8409559?hl=en",https://www.mcdonalds.com.sg/,,,,
$$$$,Fortune Corner Eating House,"44 Cuff Rd, Singapore 209757",Indian restaurant,Indian,7,1.3068006,103.8529734,"Friday,",6:15AM to 11PM,"Saturday,",6:15AM to 11PM,"Sunday,",6:15AM to 11PM,"Monday,",6:15AM to 11PM,"Tuesday,",6:15AM to 11PM,"Wednesday,",6:15AM to 11PM,"Thursday,",6:15AM to 11PM,,ChIJI9VDbnsZ2jERajTvp1rUIpU,8V43+P5 Singapore,209757,72,2,1,0,0,1,0,"https://www.google.com/maps/search/Restaurants+in+Little+India/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Little India,44 Cuff Rd,4,"https://www.google.com/maps/place/Fortune+Corner+Eating+House/@1.3068006,103.8529734,17z/data=!3m1!4b1!4m5!3m4!1s0x31da197b6e43d523:0x9522d45aa7ef346a!8m2!3d1.3068006!4d103.8529734?hl=en",,,,,
$$ - $$$,Sand Bar,"53 Siloso Beach Walk, Singapore 099012",Bar,Bar/Pub,314,1.2520149,103.8163818,"Saturday,",3PM to 1AM,"Sunday,",3 to 9:30PM,"Monday,",Closed,"Tuesday,",Closed,"Wednesday,",Closed,"Thursday,",Closed,"Friday,",3 to 10:30PM,,ChIJI9IKWP8b2jERjEwiMza_cms,7R28+RH Singapore,99012,85,112,48,31,18,11,4,"https://www.google.com/maps/search/restaurants+in+Sentosa/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Sentosa,53 Siloso Beach Walk,3.8,"https://www.google.com/maps/place/Sand+Bar/@1.2520149,103.8163818,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bff580ad223:0x6b72bf3633224c8c!8m2!3d1.2520149!4d103.8163818?hl=en",,,,,
$$ - $$$,Aburi-EN (Orchard Central),"181 Orchard Central, Central, #01-16 Orchard, Singapore 238896",Japanese restaurant,Japanese,242,1.3006638,103.8399645,"Saturday,",11AM to 10PM,"Sunday,",11AM to 10PM,"Monday,","11AM to 4PM, 5 to 10PM","Tuesday,","11AM to 4PM, 5 to 10PM","Wednesday,","11AM to 4PM, 5 to 10PM","Thursday,","11AM to 4PM, 5 to 10PM","Friday,","11AM to 4PM, 5 to 10PM",+65 6634 1018,ChIJI8wWA-AZ2jERJ_CrUNTP2ks,8R2Q+7X Singapore,238896,88,169,100,42,6,15,6,"https://www.google.com/maps/search/Restaurants+in+Orchard+Road/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Orchard Road,"181 Orchard Central, Central, #01-16 Orchard",4.3,"https://www.google.com/maps/place/Aburi-EN+(Orchard+Central)/@1.3006638,103.8399645,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19e00316cc23:0x4bdacfd450abf027!8m2!3d1.3006638!4d103.8399645?hl=en",http://aburi-en.com/,https://book.chope.co/booking?rid=aburienorchardcentral2102sg&source=aff_nibbles,,,https://shop.chope.co/products/signature-premium-buta-don-set-by-aburi-en-orchard-central?aff=566&utm_campaign=sg-affiliate-nibbles&utm_source=aff_nibbles&utm_medium=affiliate
$$,Swensen's,"200 Victoria St, #01-68, Singapore 188021",Ice cream shop,Cafe/Bakery,442,1.2989799,103.8557278,"Saturday,",11:30AM to 10:30PM,"Sunday,",11:30AM to 10:30PM,"Monday,",11:30AM to 10:30PM,"Tuesday,",11:30AM to 10:30PM,"Wednesday,",11:30AM to 10:30PM,"Thursday,",11:30AM to 10:30PM,"Friday,",11:30AM to 10:30PM,+65 6255 2052,ChIJI8iWvLoZ2jERLytF2IzJvZs,7VX4+H7 Singapore,188021,59,987,411,322,82,129,43,"https://www.google.com/maps/search/restaurants+in+Bugis/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Bugis ,"200 Victoria St, #01-68",3.9,"https://www.google.com/maps/place/Swensen's/@1.2989799,103.8557278,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19babc96c823:0x9bbdc98cd8452b2f!8m2!3d1.2989799!4d103.8557278?hl=en",http://www.swensens.com.sg/,,,,
$$,Greenleaf Cafe,"43 Cuff Rd, Singapore 209753",Indian restaurant,Indian,541,1.3070108,103.8534996,"Saturday,",11AM to 10:30PM,"Sunday,",11AM to 10:30PM,"Monday,",11AM to 10:30PM,"Tuesday,",Closed,"Wednesday,",11AM to 10:30PM,"Thursday,",11AM to 10:30PM,"Friday,",11AM to 10:30PM,+65 9783 7476,ChIJI7QaibgZ2jERZoWh_1pP62A,8V43+R9 Singapore,209753,9,867,618,167,25,46,11,"https://www.google.com/maps/search/restaurants+in+Rochor/@1.4399979,103.8212306,12z?hl=en",Rochor,43 Cuff Rd,4.5,"https://www.google.com/maps/place/Greenleaf+Cafe/@1.3070108,103.8534996,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b8891ab423:0x60eb4f5affa18566!8m2!3d1.3070108!4d103.8534996?hl=en",http://www.greenleafcafe.com.sg/,,,,
$$,Delhi Restaurant,"64 Race Course Rd, Singapore 218569",Indian restaurant,Indian,427,1.308547,103.851201,"Saturday,",11AM to 11PM,"Sunday,",11AM to 11PM,"Monday,",11AM to 11PM,"Tuesday,",11AM to 11PM,"Wednesday,",11AM to 11PM,"Thursday,",11AM to 11PM,"Friday,",11AM to 11PM,+65 6296 4585,ChIJI7H9TscZ2jERShNqGxyPh_U,8V52+CF Singapore,218569,107,494,193,164,39,70,28,"https://www.google.com/maps/search/restaurants+in+Rochor/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Rochor,64 Race Course Rd,3.9,"https://www.google.com/maps/place/Delhi+Restaurant/@1.308547,103.851201,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19c74efdb123:0xf5878f1c1b6a134a!8m2!3d1.308547!4d103.851201?hl=en",http://delhi.com.sg/,https://book.chope.co/booking?rid=delhiexpress1907sg&source=aff_nibbles,,,
$$,Tsui Wah - Clarke Quay,"3, Block A River Valley Rd, #01-03, Singapore 179020",Hong Kong style fast food restaurant,Chinese,1566,1.2899521,103.8448474,"Friday,",10:30AM to 10PM,"Saturday,",10:30AM to 10PM,"Sunday,",10:30AM to 10PM,"Monday,",10:30AM to 10PM,"Tuesday,",10:30AM to 10PM,"Wednesday,",10:30AM to 10PM,"Thursday,",10:30AM to 10PM,+65 6250 9270,ChIJI7bgem8Z2jERt3UHsu_fQn8,7RQV+XW Singapore,179020,56,884,370,304,50,121,39,"https://www.google.com/maps/search/restaurants+in+Boat+Quay/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Boat Quay ,"3, Block A River Valley Rd, #01-03",4,"https://www.google.com/maps/place/Tsui+Wah+-+Clarke+Quay/@1.2899521,103.8448474,17z/data=!3m1!4b1!4m5!3m4!1s0x31da196f7ae0b623:0x7f42dfefb20775b7!8m2!3d1.2899521!4d103.8448474?hl=en",https://www.facebook.com/pg/TsuiwahSingapore/reviews/,,,,
$$,PUTIEN Marina Bay Sands,"2 Bayfront Ave, #01-05 The Shoppes at, Marina Bay Sands, Singapore 018973",Chinese restaurant,Chinese,316,1.286121,103.8599911,"Saturday,",11:30AM to 10PM,"Sunday,",11:30AM to 10PM,"Monday,","11:30AM to 4PM, 5 to 10PM","Tuesday,","11:30AM to 4PM, 5 to 10PM","Wednesday,","11:30AM to 4PM, 5 to 10PM","Thursday,","11:30AM to 4PM, 5 to 10PM","Friday,","11:30AM to 4PM, 5 to 10PM",+65 6688 7053,ChIJi71MRMIZ2jERY9k5MhQDmA0,7VP5+CX Singapore,18973,19,147,109,18,6,11,3,"https://www.google.com/maps/search/Restaurants+in+Marina+Bay/@1.4399979,103.8212306,12z?hl=en",Marina Bay,"2 Bayfront Ave, #01-05 The Shoppes at, Marina Bay Sands",4.5,"https://www.google.com/maps/place/PUTIEN+Marina+Bay+Sands/@1.286121,103.8599911,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19c2444cbd8b:0xd9803143239d963!8m2!3d1.286121!4d103.8599911?hl=en",https://www.putien.com/,,,,
$$,Marmaris Restaurant,"111 Dunlop St, Singapore 209430",Middle Eastern restaurant,Other,540,1.3055305,103.8528931,"Saturday,",11:30AM to 10:30PM,"Sunday,",11:30AM to 10PM,"Monday,",11:30AM to 10PM,"Tuesday,",11:30AM to 10PM,"Wednesday,",11:30AM to 10PM,"Thursday,",11:30AM to 10PM,"Friday,",11:30AM to 10:30PM,+65 6291 3001,ChIJi6Pne0QZ2jERgENRFplyufU,8V43+65 Singapore,209430,3,539,355,102,33,36,13,"https://www.google.com/maps/search/restaurants+in+Rochor/@1.4399979,103.8212306,12z?hl=en",Rochor,111 Dunlop St,4.4,"https://www.google.com/maps/place/Marmaris+Restaurant/@1.3055305,103.8528931,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19447be7a38b:0xf5b9729916514380!8m2!3d1.3055305!4d103.8528931?hl=en",http://www.marmaris.sg/,,,,
$$$,VENUE By Sebastian,"Downtown Gallery, #01-02, 6A Shenton Way, Singapore 068815",Vegetarian Friendly,Other,561,1.2765568,103.848227,"Friday,","11:15AM to 2PM, 6:30 to 10PM","Saturday,","11:15AM to 2PM, 6:30 to 10PM","Sunday,",Closed,"Monday,","11:15AM to 2PM, 6:30 to 10PM","Tuesday,","11:15AM to 2PM, 6:30 to 10PM","Wednesday,","11:15AM to 2PM, 6:30 to 10PM","Thursday,","11:15AM to 2PM, 6:30 to 10PM",+65 6904 9688,ChIJi5p3pRMZ2jERvWxwP8xvHZ0,7RGX+J7 Singapore,68815,9,327,218,82,1,17,9,"https://www.google.com/maps/search/restaurants+in+Shenton+Way/@1.4399979,103.8212306,12z?hl=en",Shenton Way,"Downtown Gallery, #01-02, 6A Shenton Way",4.6,"https://www.google.com/maps/place/VENUE+By+Sebastian/@1.2765568,103.848227,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1913a5779a8b:0x9d1d6fcc3f706cbd!8m2!3d1.2765568!4d103.848227?hl=en",http://venuebysebastian.com/,,,,
$$ - $$$,The Providore (Downtown Gallery),"6A Shenton Way, #B1-07 OUE Downtown Gallery, Singapore 068815",Cafe,Cafe/Bakery,723,1.2783427,103.8493227,"Friday,",8AM to 10:30PM,"Saturday,",9AM to 6PM,"Sunday,",9AM to 6PM,"Monday,",9AM to 6PM,"Tuesday,",8AM to 10:30PM,"Wednesday,",8AM to 10:30PM,"Thursday,",8AM to 10:30PM,+65 6221 7056,ChIJi5p3pRMZ2jERqmLSlcFVZb0,7RHX+8P Singapore,68815,40,229,97,71,18,32,11,"https://www.google.com/maps/search/restaurants+in+Shenton+Way/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Shenton Way,"6A Shenton Way, #B1-07 OUE Downtown Gallery",4,"https://www.google.com/maps/place/The+Providore+(Downtown+Gallery)/@1.2783427,103.8493227,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1913a5779a8b:0xbd6555c195d262aa!8m2!3d1.2783427!4d103.8493227?hl=en",https://theprovidore.com/,https://book.chope.co/booking?rid=theprovidoredowntown1710tpd&source=aff_nibbles,https://shop.chope.co/products/the-providore-downtown?aff=566&utm_campaign=sg-affiliate-nibbles&utm_source=aff_nibbles&utm_medium=affiliate,,
